Year,State,Topic,Question,Data_Value,Age_Group,Gender,Race/Ethnicity,Cluster
2016,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.4,Overall,Unknown,Unknown,1
2016,Kentucky,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,44.0,Overall,Unknown,"White, non-Hispanic",0
2016,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,54.4,Overall,Female,Unknown,2
2016,Kentucky,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,53.2,Overall,Female,Unknown,2
2019,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,48.0,Overall,Unknown,Unknown,2
2016,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,37.2,65 years or older,Unknown,Unknown,0
2019,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,18.2,65 years or older,Unknown,"Black, non-Hispanic",1
2019,Kansas,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,38.4,Overall,Male,Unknown,0
2019,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.6,Overall,Male,Unknown,1
2019,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.0,65 years or older,Male,Unknown,1
2015,Illinois,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.0,65 years or older,Female,Unknown,2
2019,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.0,50-64 years,Unknown,"White, non-Hispanic",1
2016,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.0,Overall,Unknown,"Black, non-Hispanic",1
2016,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.9,50-64 years,Male,Unknown,1
2016,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.3,50-64 years,Female,Unknown,1
2019,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,28.2,65 years or older,Male,Unknown,0
2016,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.6,Overall,Unknown,"White, non-Hispanic",1
2016,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,44.1,Overall,Unknown,"White, non-Hispanic",0
2016,Kentucky,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.0,50-64 years,Unknown,Unknown,1
2019,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.0,Overall,Unknown,Unknown,1
2016,Kansas,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,43.6,Overall,Unknown,Unknown,0
2016,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.4,50-64 years,Male,Unknown,1
2016,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,62.0,50-64 years,Female,Unknown,2
2016,Kentucky,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.2,65 years or older,Male,Unknown,1
2016,Kentucky,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.1,Overall,Male,Unknown,1
2016,Kentucky,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,36.1,Overall,Male,Unknown,0
2019,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.0,65 years or older,Male,Unknown,1
2015,Illinois,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,40.1,65 years or older,Unknown,Unknown,0
2016,Kansas,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,45.6,65 years or older,Unknown,"White, non-Hispanic",2
2016,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,30.9,65 years or older,Male,Unknown,0
2016,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.9,50-64 years,Unknown,"White, non-Hispanic",1
2019,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.9,Overall,Unknown,Unknown,1
2016,Kentucky,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,52.1,50-64 years,Unknown,Unknown,2
2016,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,31.0,Overall,Male,Unknown,0
2016,Kentucky,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,59.3,50-64 years,Female,Unknown,2
2016,Kentucky,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,31.6,65 years or older,Unknown,"White, non-Hispanic",0
2019,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,48.0,Overall,Unknown,"White, non-Hispanic",2
2016,Kentucky,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,41.1,65 years or older,Female,Unknown,0
2019,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,52.8,50-64 years,Unknown,Unknown,2
2016,Kentucky,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.7,50-64 years,Unknown,"White, non-Hispanic",1
2016,Kentucky,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.9,50-64 years,Female,Unknown,1
2016,Kansas,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.6,Overall,Unknown,"White, non-Hispanic",2
2016,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,43.7,Overall,Unknown,Unknown,0
2019,Kansas,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,56.7,50-64 years,Female,Unknown,2
2016,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.1,50-64 years,Unknown,Unknown,1
2016,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.6,65 years or older,Female,Unknown,1
2015,Illinois,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,51.1,Overall,Female,Unknown,2
2019,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.9,Overall,Unknown,"White, non-Hispanic",1
2019,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.5,Overall,Unknown,"White, non-Hispanic",1
2016,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.0,50-64 years,Unknown,"Black, non-Hispanic",1
2016,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.6,50-64 years,Unknown,"White, non-Hispanic",1
2019,Kansas,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,43.4,65 years or older,Female,Unknown,0
2015,Illinois,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,47.1,Overall,Unknown,Unknown,2
2019,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,52.3,50-64 years,Unknown,"White, non-Hispanic",2
2019,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.6,Overall,Female,Unknown,1
2016,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.6,50-64 years,Female,Unknown,1
2016,Kentucky,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,32.6,65 years or older,Unknown,Unknown,0
2019,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.0,50-64 years,Male,Unknown,1
2019,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,54.7,Overall,Female,Unknown,2
2016,Kansas,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.0,50-64 years,Female,Unknown,2
2016,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,31.0,50-64 years,Male,Unknown,0
2019,Indiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,55.4,50-64 years,Female,Unknown,2
2019,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.0,65 years or older,Unknown,"White, non-Hispanic",1
2015,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.7,50-64 years,Male,Unknown,1
2017,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.1,50-64 years,Unknown,"Black, non-Hispanic",1
2017,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,36.3,65 years or older,Unknown,Unknown,0
2015,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,52.5,Overall,Unknown,"Black, non-Hispanic",2
2019,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.6,50-64 years,Unknown,Unknown,1
2019,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,47.6,50-64 years,Unknown,"White, non-Hispanic",2
2017,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.5,Overall,Unknown,Unknown,1
2019,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,54.1,Overall,Female,Unknown,2
2017,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,47.1,Overall,Male,Unknown,2
2019,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.2,65 years or older,Female,Unknown,2
2015,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,34.2,Overall,Male,Unknown,0
2019,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.5,Overall,Female,Unknown,1
2015,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,28.0,Overall,Unknown,"Black, non-Hispanic",0
2015,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.1,50-64 years,Female,Unknown,1
2019,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.1,65 years or older,Unknown,Unknown,1
2015,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,47.5,Overall,Unknown,"White, non-Hispanic",2
2019,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.6,50-64 years,Female,Unknown,1
2019,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.8,Overall,Male,Unknown,2
2019,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,50.4,50-64 years,Male,Unknown,2
2015,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,67.4,50-64 years,Female,Unknown,2
2019,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.3,50-64 years,Male,Unknown,1
2016,Massachusetts,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.2,Overall,Unknown,Hispanic,1
2019,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,44.8,65 years or older,Unknown,Unknown,0
2015,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.6,Overall,Unknown,"Black, non-Hispanic",1
2017,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.6,65 years or older,Female,Unknown,1
2019,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,50.7,Overall,Female,Unknown,2
2019,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.9,65 years or older,Unknown,"Black, non-Hispanic",1
2015,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,33.8,65 years or older,Unknown,Unknown,0
2017,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,74.4,50-64 years,Female,Unknown,2
2016,Massachusetts,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,50.6,Overall,Unknown,"White, non-Hispanic",2
2015,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,34.2,65 years or older,Male,Unknown,0
2015,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.5,Overall,Unknown,Unknown,1
2017,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,53.0,Overall,Unknown,"White, non-Hispanic",2
2016,Massachusetts,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,36.3,65 years or older,Male,Unknown,0
2015,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,40.5,Overall,Female,Unknown,0
2019,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.3,Overall,Male,Unknown,1
2015,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.9,Overall,Unknown,"White, non-Hispanic",1
2019,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.5,50-64 years,Unknown,"White, non-Hispanic",1
2016,Massachusetts,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,63.8,50-64 years,Female,Unknown,2
2019,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.5,Overall,Unknown,"White, non-Hispanic",2
2015,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,38.3,50-64 years,Unknown,Unknown,0
2016,Massachusetts,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.4,Overall,Unknown,Unknown,1
2019,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,42.9,65 years or older,Unknown,Unknown,0
2019,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,49.3,50-64 years,Unknown,Unknown,2
2015,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.4,65 years or older,Male,Unknown,1
2015,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,40.7,50-64 years,Male,Unknown,0
2016,Massachusetts,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.5,50-64 years,Unknown,"White, non-Hispanic",1
2017,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,72.6,50-64 years,Unknown,"White, non-Hispanic",2
2019,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.9,Overall,Unknown,"Black, non-Hispanic",1
2015,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.5,65 years or older,Unknown,Unknown,1
2015,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.9,50-64 years,Unknown,"White, non-Hispanic",1
2016,Massachusetts,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,57.3,65 years or older,Female,Unknown,2
2015,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.1,50-64 years,Male,Unknown,1
2016,Massachusetts,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.4,50-64 years,Female,Unknown,1
2017,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.1,Overall,Unknown,"White, non-Hispanic",1
2019,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,48.5,Overall,Unknown,"Black, non-Hispanic",2
2015,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,44.2,Overall,Male,Unknown,0
2019,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,56.7,50-64 years,Female,Unknown,2
2015,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.4,50-64 years,Unknown,"White, non-Hispanic",2
2019,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,39.7,65 years or older,Unknown,"White, non-Hispanic",0
2017,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,54.3,Overall,Unknown,Unknown,2
2017,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.4,65 years or older,Unknown,"Black, non-Hispanic",1
2017,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.2,50-64 years,Female,Unknown,1
2019,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.0,65 years or older,Unknown,"White, non-Hispanic",1
2019,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,45.0,65 years or older,Unknown,"White, non-Hispanic",0
2015,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,39.9,65 years or older,Unknown,"White, non-Hispanic",0
2015,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.7,65 years or older,Unknown,"Black, non-Hispanic",1
2016,Massachusetts,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.9,Overall,Male,Unknown,1
2016,Massachusetts,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,49.5,50-64 years,Male,Unknown,2
2016,Massachusetts,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,49.9,65 years or older,Unknown,"White, non-Hispanic",2
2019,Louisiana,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,50.4,65 years or older,Female,Unknown,2
2016,Massachusetts,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,18.9,50-64 years,Unknown,Hispanic,1
2019,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.8,65 years or older,Female,Unknown,1
2015,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,54.9,50-64 years,Unknown,Unknown,2
2015,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.2,50-64 years,Unknown,"Black, non-Hispanic",1
2019,Maryland,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,51.8,Overall,Unknown,"Black, non-Hispanic",2
2019,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.9,65 years or older,Male,Unknown,1
2019,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.8,Overall,Unknown,"White, non-Hispanic",1
2015,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.1,Overall,Unknown,Unknown,1
2015,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.1,Overall,Unknown,"White, non-Hispanic",1
2016,Massachusetts,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,57.5,50-64 years,Unknown,Unknown,2
2015,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.8,Overall,Female,Unknown,1
2015,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.9,65 years or older,Unknown,"White, non-Hispanic",1
2016,Massachusetts,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,61.1,Overall,Female,Unknown,2
